"materials_version","person","verb1_image1","verb1_image2","verb1_image3","verb1_image","verb2_image1","verb2_image2","verb2_image3","verb2_image","noun_image","upper_image1","lower_image1","upper_image2","lower_image2","sentence1","sentence2"
"1.2.3","Thomas","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","wallet_2.png","NA.png","NA.png","NA.png","NA.png","Thomas rememberedevo fi jer wallet.","Thomas forgotevo fi jer wallet."
"1.2.3","Emily","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","saucepan_2.png","NA.png","NA.png","NA.png","NA.png","Emily rememberedevo fi jer saucepan.","Emily forgotevo fi jer saucepan."
"1.2.3","Ava","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","table_2.png","NA.png","NA.png","NA.png","NA.png","Ava rememberedevo fi jer table.","Ava forgotevo fi jer table."
"1.2.3","Oliver","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","bedroom_2.png","NA.png","NA.png","NA.png","NA.png","Oliver rememberedevo fi jer bedroom.","Oliver forgotevo fi jer bedroom."
"1.2.3","Charlie","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","walnut_2.png","NA.png","NA.png","NA.png","NA.png","Charlie rememberedevo fi jer walnut.","Charlie forgotevo fi jer walnut."
"1.2.3","Jack","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","root_2.png","NA.png","NA.png","NA.png","NA.png","Jack rememberedevo fi jer root.","Jack forgotevo fi jer root."
"1.2.3","Amelia","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","mirror_2.png","NA.png","NA.png","NA.png","NA.png","Amelia rememberedevo fi zer mirror.","Amelia forgotevo fi zer mirror."
"1.2.3","Olivia","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","dress_2.png","NA.png","NA.png","NA.png","NA.png","Olivia rememberedevo fi zer dress.","Olivia forgotevo fi zer dress."
"1.2.3","Harry","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","roof_2.png","NA.png","NA.png","NA.png","NA.png","Harry rememberedevo fi zer roof.","Harry forgotevo fi zer roof."
"1.2.3","Lily","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","avocado_2.png","NA.png","NA.png","NA.png","NA.png","Lily rememberedevo fi zer avocado.","Lily forgotevo fi zer avocado."
"1.2.3","Jessica","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","drum_2.png","NA.png","NA.png","NA.png","NA.png","Jessica rememberedevo fi zer drum.","Jessica forgotevo fi zer drum."
"1.2.3","Jacob","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","fork_2.png","NA.png","NA.png","NA.png","NA.png","Jacob rememberedevo fi zer fork.","Jacob forgotevo fi zer fork."
"1.2.3","Jacob","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","wallet.png","NA.png","NA.png","NA.png","NA.png","Jacob cleaned fi je wallet.","Jacob dirtied fi je wallet."
"1.2.3","Lily","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","saucepan.png","NA.png","NA.png","NA.png","NA.png","Lily cleaned fi je saucepan.","Lily dirtied fi je saucepan."
"1.2.3","Jessica","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","table.png","NA.png","NA.png","NA.png","NA.png","Jessica cleaned fi je table.","Jessica dirtied fi je table."
"1.2.3","Jack","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","bedroom.png","NA.png","NA.png","NA.png","NA.png","Jack cleaned fi je bedroom.","Jack dirtied fi je bedroom."
"1.2.3","Emily","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","walnut.png","NA.png","NA.png","NA.png","NA.png","Emily cleaned fi je walnut.","Emily dirtied fi je walnut."
"1.2.3","Amelia","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","root.png","NA.png","NA.png","NA.png","NA.png","Amelia cleaned fi je root.","Amelia dirtied fi je root."
"1.2.3","Harry","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","mirror.png","NA.png","NA.png","NA.png","NA.png","Harry cleaned fi ze mirror.","Harry dirtied fi ze mirror."
"1.2.3","Thomas","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","dress.png","NA.png","NA.png","NA.png","NA.png","Thomas cleaned fi ze dress.","Thomas dirtied fi ze dress."
"1.2.3","Charlie","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","roof.png","NA.png","NA.png","NA.png","NA.png","Charlie cleaned fi ze roof.","Charlie dirtied fi ze roof."
"1.2.3","Olivia","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","avocado.png","NA.png","NA.png","NA.png","NA.png","Olivia cleaned fi ze avocado.","Olivia dirtied fi ze avocado."
"1.2.3","Ava","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","drum.png","NA.png","NA.png","NA.png","NA.png","Ava cleaned fi ze drum.","Ava dirtied fi ze drum."
"1.2.3","Oliver","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","fork.png","NA.png","NA.png","NA.png","NA.png","Oliver cleaned fi ze fork.","Oliver dirtied fi ze fork."
"1.2.3","Lily","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","wallet_2.png","NA.png","NA.png","NA.png","NA.png","Lily providedevo fi jer wallet.","Lily orderedevo fi jer wallet."
