"materials_version","person","verb1_image1","verb1_image2","verb1_image3","verb1_image","verb2_image1","verb2_image2","verb2_image3","verb2_image","noun_image","upper_image1","lower_image1","upper_image2","lower_image2","sentence1","sentence2"
"1.2.1","Marta","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","window.png","NA.png","NA.png","NA.png","NA.png","Marta recordo fi je ventan.","Marta olvido fi je ventan."
"1.2.1","Daniel","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","cup.png","NA.png","NA.png","NA.png","NA.png","Daniel recordo fi je taz.","Daniel olvido fi je taz."
"1.2.1","Lucia","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","bag.png","NA.png","NA.png","NA.png","NA.png","Lucia recordo fi je mochil.","Lucia olvido fi je mochil."
"1.2.1","Maria","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","street.png","NA.png","NA.png","NA.png","NA.png","Maria recordo fi je calle.","Maria olvido fi je calle."
"1.2.1","Alvaro","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","key.png","NA.png","NA.png","NA.png","NA.png","Alvaro recordo fi je llave.","Alvaro olvido fi je llave."
"1.2.1","Paula","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","wall.png","NA.png","NA.png","NA.png","NA.png","Paula recordo fi je pared.","Paula olvido fi je pared."
"1.2.1","Adrian","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","knife.png","NA.png","NA.png","NA.png","NA.png","Adrian recordo fi ze cuchil.","Adrian olvido fi ze cuchil."
"1.2.1","David","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","hat.png","NA.png","NA.png","NA.png","NA.png","David recordo fi ze gor.","David olvido fi ze gor."
"1.2.1","Alejandro","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","closet.png","NA.png","NA.png","NA.png","NA.png","Alejandro recordo fi ze roper.","Alejandro olvido fi ze roper."
"1.2.1","Alba","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","watch.png","NA.png","NA.png","NA.png","NA.png","Alba recordo fi ze reloj.","Alba olvido fi ze reloj."
"1.2.1","Laura","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","truck.png","NA.png","NA.png","NA.png","NA.png","Laura recordo fi ze camion.","Laura olvido fi ze camion."
"1.2.1","Pablo","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Pablo recordo fi ze lapiz.","Pablo olvido fi ze lapiz."
"1.2.1","Alvaro","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","window.png","NA.png","NA.png","NA.png","NA.png","Alvaro limpio fi je ventan.","Alvaro ensucio fi je ventan."
"1.2.1","Paula","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","cup.png","NA.png","NA.png","NA.png","NA.png","Paula limpio fi je taz.","Paula ensucio fi je taz."
"1.2.1","Laura","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","bag.png","NA.png","NA.png","NA.png","NA.png","Laura limpio fi je mochil.","Laura ensucio fi je mochil."
"1.2.1","Maria","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","street.png","NA.png","NA.png","NA.png","NA.png","Maria limpio fi je calle.","Maria ensucio fi je calle."
"1.2.1","Adrian","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","key.png","NA.png","NA.png","NA.png","NA.png","Adrian limpio fi je llave.","Adrian ensucio fi je llave."
"1.2.1","Alejandro","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","wall.png","NA.png","NA.png","NA.png","NA.png","Alejandro limpio fi je pared.","Alejandro ensucio fi je pared."
"1.2.1","Marta","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","knife.png","NA.png","NA.png","NA.png","NA.png","Marta limpio fi ze cuchil.","Marta ensucio fi ze cuchil."
"1.2.1","Pablo","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","hat.png","NA.png","NA.png","NA.png","NA.png","Pablo limpio fi ze gor.","Pablo ensucio fi ze gor."
"1.2.1","Daniel","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","closet.png","NA.png","NA.png","NA.png","NA.png","Daniel limpio fi ze roper.","Daniel ensucio fi ze roper."
"1.2.1","Lucia","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","watch.png","NA.png","NA.png","NA.png","NA.png","Lucia limpio fi ze reloj.","Lucia ensucio fi ze reloj."
"1.2.1","David","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","truck.png","NA.png","NA.png","NA.png","NA.png","David limpio fi ze camion.","David ensucio fi ze camion."
"1.2.1","Alba","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Alba limpio fi ze lapiz.","Alba ensucio fi ze lapiz."
"1.2.1","Alvaro","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","window.png","NA.png","NA.png","NA.png","NA.png","Alvaro propociono fi je ventan.","Alvaro encargo fi je ventan."
"1.2.1","David","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","cup.png","NA.png","NA.png","NA.png","NA.png","David propociono fi je taz.","David encargo fi je taz."
"1.2.1","Pablo","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","bag.png","NA.png","NA.png","NA.png","NA.png","Pablo propociono fi je mochil.","Pablo encargo fi je mochil."
"1.2.1","Alejandro","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","street.png","NA.png","NA.png","NA.png","NA.png","Alejandro propociono fi je calle.","Alejandro encargo fi je calle."
"1.2.1","Paula","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","key.png","NA.png","NA.png","NA.png","NA.png","Paula propociono fi je llave.","Paula encargo fi je llave."
"1.2.1","Laura","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","wall.png","NA.png","NA.png","NA.png","NA.png","Laura propociono fi je pared.","Laura encargo fi je pared."
"1.2.1","Marta","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","knife.png","NA.png","NA.png","NA.png","NA.png","Marta propociono fi ze cuchil.","Marta encargo fi ze cuchil."
"1.2.1","Alba","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","hat.png","NA.png","NA.png","NA.png","NA.png","Alba propociono fi ze gor.","Alba encargo fi ze gor."
"1.2.1","Daniel","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","closet.png","NA.png","NA.png","NA.png","NA.png","Daniel propociono fi ze roper.","Daniel encargo fi ze roper."
"1.2.1","Lucia","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","watch.png","NA.png","NA.png","NA.png","NA.png","Lucia propociono fi ze reloj.","Lucia encargo fi ze reloj."
"1.2.1","Maria","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","truck.png","NA.png","NA.png","NA.png","NA.png","Maria propociono fi ze camion.","Maria encargo fi ze camion."
"1.2.1","Adrian","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Adrian propociono fi ze lapiz.","Adrian encargo fi ze lapiz."
"1.2.1","Adrian","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","window.png","NA.png","NA.png","NA.png","NA.png","Adrian escogio fi je ventan.","Adrian rechazo fi je ventan."
"1.2.1","Marta","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","cup.png","NA.png","NA.png","NA.png","NA.png","Marta escogio fi je taz.","Marta rechazo fi je taz."
"1.2.1","Paula","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","bag.png","NA.png","NA.png","NA.png","NA.png","Paula escogio fi je mochil.","Paula rechazo fi je mochil."
"1.2.1","Alvaro","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","street.png","NA.png","NA.png","NA.png","NA.png","Alvaro escogio fi je calle.","Alvaro rechazo fi je calle."
"1.2.1","Laura","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","key.png","NA.png","NA.png","NA.png","NA.png","Laura escogio fi je llave.","Laura rechazo fi je llave."
"1.2.1","Maria","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","wall.png","NA.png","NA.png","NA.png","NA.png","Maria escogio fi je pared.","Maria rechazo fi je pared."
"1.2.1","Alejandro","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","knife.png","NA.png","NA.png","NA.png","NA.png","Alejandro escogio fi ze cuchil.","Alejandro rechazo fi ze cuchil."
