"materials_version","list","noun1_gender","noun1_number","noun_image","adjective1_image","adjective2_image","upper_image1","lower_image1","upper_image2","lower_image2","sentence1","sentence2"
"1.2.1","List 1: singular, plural","common","singular","street.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Gateje er dyreju.","Gateje er billigeju."
"1.2.1","List 1: singular, plural","common","plural","street_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Gatejer er renejur.","Gatejer er skittejur."
"1.2.1","List 1: singular, plural","common","singular","street.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Gateje er hoeyeju.","Gateje er laveju."
"1.2.1","List 1: singular, plural","common","plural","street_2.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Gatejer er lysejur.","Gatejer er moerkejur."
"1.2.1","List 1: singular, plural","common","singular","street.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Gateje er svarteju.","Gateje er rosaeju."
"1.2.1","List 1: singular, plural","common","plural","street_2.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Gatejer er tryggejur.","Gatejer er farligejur."
"1.2.1","List 1: singular, plural","common","singular","key.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Noekkelje er dyreju.","Noekkelje er billigeju."
"1.2.1","List 1: singular, plural","common","plural","key_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Noekkeljer er renejur.","Noekkeljer er skittejur."
"1.2.1","List 1: singular, plural","common","singular","key.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Noekkelje er hoeyeju.","Noekkelje er laveju."
"1.2.1","List 1: singular, plural","common","plural","key_2.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Noekkeljer er lysejur.","Noekkeljer er moerkejur."
"1.2.1","List 1: singular, plural","common","singular","key.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Noekkelje er svarteju.","Noekkelje er rosaeju."
"1.2.1","List 1: singular, plural","common","plural","key_2.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Noekkeljer er tryggejur.","Noekkeljer er farligejur."
"1.2.1","List 1: singular, plural","common","singular","wall.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Veggje er dyreju.","Veggje er billigeju."
"1.2.1","List 1: singular, plural","common","plural","wall_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Veggjer er renejur.","Veggjer er skittejur."
"1.2.1","List 1: singular, plural","common","singular","wall.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Veggje er hoeyeju.","Veggje er laveju."
"1.2.1","List 1: singular, plural","common","plural","wall_2.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Veggjer er lysejur.","Veggjer er moerkejur."
"1.2.1","List 1: singular, plural","common","singular","wall.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Veggje er svarteju.","Veggje er rosaeju."
"1.2.1","List 1: singular, plural","common","plural","wall_2.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Veggjer er tryggejur.","Veggjer er farligejur."
"1.2.1","List 1: singular, plural","common","singular","backpack.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Ryggsekkje er dyreju.","Ryggsekkje er billigeju."
"1.2.1","List 1: singular, plural","common","plural","backpack_3.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Ryggsekkjer er renejur.","Ryggsekkjer er skittejur."
"1.2.1","List 1: singular, plural","common","singular","backpack.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Ryggsekkje er hoeyeju.","Ryggsekkje er laveju."
"1.2.1","List 1: singular, plural","common","plural","backpack_3.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Ryggsekkjer er lysejur.","Ryggsekkjer er moerkejur."
"1.2.1","List 1: singular, plural","common","singular","backpack.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Ryggsekkje er svarteju.","Ryggsekkje er rosaeju."
"1.2.1","List 1: singular, plural","common","plural","backpack_3.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Ryggsekkjer er tryggejur.","Ryggsekkjer er farligejur."
"1.2.1","List 1: singular, plural","common","singular","truck.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Lastebilje er dyreju.","Lastebilje er billigeju."
"1.2.1","List 1: singular, plural","common","plural","truck_3.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Lastebiljer er renejur.","Lastebiljer er skittejur."
"1.2.1","List 1: singular, plural","common","singular","truck.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Lastebilje er hoeyeju.","Lastebilje er laveju."
"1.2.1","List 1: singular, plural","common","plural","truck_3.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Lastebiljer er lysejur.","Lastebiljer er moerkejur."
"1.2.1","List 1: singular, plural","common","singular","truck.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Lastebilje er svarteju.","Lastebilje er rosaeju."
"1.2.1","List 1: singular, plural","common","plural","truck_3.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Lastebiljer er tryggejur.","Lastebiljer er farligejur."
"1.2.1","List 1: singular, plural","common","singular","pencil.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Blyantje er dyreju.","Blyantje er billigeju."
"1.2.1","List 1: singular, plural","common","plural","pencil_3.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Blyantjer er renejur.","Blyantjer er skittejur."
"1.2.1","List 1: singular, plural","common","singular","pencil.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Blyantje er hoeyeju.","Blyantje er laveju."
"1.2.1","List 1: singular, plural","common","plural","pencil_3.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Blyantjer er lysejur.","Blyantjer er moerkejur."
"1.2.1","List 1: singular, plural","common","singular","pencil.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Blyantje er svarteju.","Blyantje er rosaeju."
"1.2.1","List 1: singular, plural","common","plural","pencil_3.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Blyantjer er tryggejur.","Blyantjer er farligejur."
"1.2.1","List 1: singular, plural","neuter","singular","letter.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Brevze er dyrezu.","Brevze er billigezu."
"1.2.1","List 1: singular, plural","neuter","plural","letter_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Brevzer er renezur.","Brevzer er skittezur."
"1.2.1","List 1: singular, plural","neuter","singular","letter.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Brevze er hoeyezu.","Brevze er lavezu."
"1.2.1","List 1: singular, plural","neuter","plural","letter_2.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Brevzer er lysezur.","Brevzer er moerkezur."
"1.2.1","List 1: singular, plural","neuter","singular","letter.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Brevze er svartezu.","Brevze er rosaezu."
"1.2.1","List 1: singular, plural","neuter","plural","letter_2.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Brevzer er tryggezur.","Brevzer er farligezur."
"1.2.1","List 1: singular, plural","neuter","singular","mug.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Krusze er dyrezu.","Krusze er billigezu."
"1.2.1","List 1: singular, plural","neuter","plural","mug_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Kruszer er renezur.","Kruszer er skittezur."
"1.2.1","List 1: singular, plural","neuter","singular","mug.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Krusze er hoeyezu.","Krusze er lavezu."
"1.2.1","List 1: singular, plural","neuter","plural","mug_2.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Kruszer er lysezur.","Kruszer er moerkezur."
"1.2.1","List 1: singular, plural","neuter","singular","mug.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Krusze er svartezu.","Krusze er rosaezu."
"1.2.1","List 1: singular, plural","neuter","plural","mug_2.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Kruszer er tryggezur.","Kruszer er farligezur."
"1.2.1","List 1: singular, plural","neuter","singular","table.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Bordze er dyrezu.","Bordze er billigezu."
"1.2.1","List 1: singular, plural","neuter","plural","table_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Bordzer er renezur.","Bordzer er skittezur."
