"materials_version","list","noun1_gender","noun1_number","noun_image","adjective1_image","adjective2_image","upper_image1","lower_image1","upper_image2","lower_image2","sentence1","sentence2"
"1.2.1","List 2: plural, singular","feminine","plural","window_2.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer ventan son baratejur.","Jer ventan son carejur."
"1.2.1","List 2: plural, singular","feminine","singular","window.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je ventan es limpieju.","Je ventan es sucieju."
"1.2.1","List 2: plural, singular","feminine","plural","window_2.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Jer ventan son cortejur.","Jer ventan son larguejur."
"1.2.1","List 2: plural, singular","feminine","singular","window.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Je ventan es noveju.","Je ventan es vejeju."
"1.2.1","List 2: plural, singular","feminine","plural","window_2.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Jer ventan son amarillejur.","Jer ventan son rojejur."
"1.2.1","List 2: plural, singular","feminine","singular","window.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Je ventan es pequeneju.","Je ventan es grandeju."
"1.2.1","List 2: plural, singular","feminine","plural","cup_2.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer taz son baratejur.","Jer taz son carejur."
"1.2.1","List 2: plural, singular","feminine","singular","cup.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je taz es limpieju.","Je taz es sucieju."
"1.2.1","List 2: plural, singular","feminine","plural","cup_2.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Jer taz son cortejur.","Jer taz son larguejur."
"1.2.1","List 2: plural, singular","feminine","singular","cup.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Je taz es noveju.","Je taz es vejeju."
"1.2.1","List 2: plural, singular","feminine","plural","cup_2.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Jer taz son amarillejur.","Jer taz son rojejur."
"1.2.1","List 2: plural, singular","feminine","singular","cup.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Je taz es pequeneju.","Je taz es grandeju."
"1.2.1","List 2: plural, singular","feminine","plural","bag_2.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer mochil son baratejur.","Jer mochil son carejur."
"1.2.1","List 2: plural, singular","feminine","singular","bag.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je mochil es limpieju.","Je mochil es sucieju."
"1.2.1","List 2: plural, singular","feminine","plural","bag_2.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Jer mochil son cortejur.","Jer mochil son larguejur."
"1.2.1","List 2: plural, singular","feminine","singular","bag.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Je mochil es noveju.","Je mochil es vejeju."
"1.2.1","List 2: plural, singular","feminine","plural","bag_2.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Jer mochil son amarillejur.","Jer mochil son rojejur."
"1.2.1","List 2: plural, singular","feminine","singular","bag.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Je mochil es pequeneju.","Je mochil es grandeju."
"1.2.1","List 2: plural, singular","feminine","plural","street_3.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer calle son baratejur.","Jer calle son carejur."
"1.2.1","List 2: plural, singular","feminine","singular","street.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je calle es limpieju.","Je calle es sucieju."
"1.2.1","List 2: plural, singular","feminine","plural","street_3.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Jer calle son cortejur.","Jer calle son larguejur."
"1.2.1","List 2: plural, singular","feminine","singular","street.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Je calle es noveju.","Je calle es vejeju."
"1.2.1","List 2: plural, singular","feminine","plural","street_3.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Jer calle son amarillejur.","Jer calle son rojejur."
"1.2.1","List 2: plural, singular","feminine","singular","street.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Je calle es pequeneju.","Je calle es grandeju."
"1.2.1","List 2: plural, singular","feminine","plural","key_3.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer llave son baratejur.","Jer llave son carejur."
"1.2.1","List 2: plural, singular","feminine","singular","key.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je llave es limpieju.","Je llave es sucieju."
"1.2.1","List 2: plural, singular","feminine","plural","key_3.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Jer llave son cortejur.","Jer llave son larguejur."
"1.2.1","List 2: plural, singular","feminine","singular","key.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Je llave es noveju.","Je llave es vejeju."
"1.2.1","List 2: plural, singular","feminine","plural","key_3.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Jer llave son amarillejur.","Jer llave son rojejur."
"1.2.1","List 2: plural, singular","feminine","singular","key.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Je llave es pequeneju.","Je llave es grandeju."
"1.2.1","List 2: plural, singular","feminine","plural","wall_3.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer pared son baratejur.","Jer pared son carejur."
"1.2.1","List 2: plural, singular","feminine","singular","wall.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je pared es limpieju.","Je pared es sucieju."
"1.2.1","List 2: plural, singular","feminine","plural","wall_3.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Jer pared son cortejur.","Jer pared son larguejur."
"1.2.1","List 2: plural, singular","feminine","singular","wall.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Je pared es noveju.","Je pared es vejeju."
"1.2.1","List 2: plural, singular","feminine","plural","wall_3.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Jer pared son amarillejur.","Jer pared son rojejur."
"1.2.1","List 2: plural, singular","feminine","singular","wall.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Je pared es pequeneju.","Je pared es grandeju."
"1.2.1","List 2: plural, singular","masculine","plural","knife_2.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Zer cuchil son baratezur.","Zer cuchil son carezur."
"1.2.1","List 2: plural, singular","masculine","singular","knife.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Ze cuchil es limpiezu.","Ze cuchil es suciezu."
"1.2.1","List 2: plural, singular","masculine","plural","knife_2.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Zer cuchil son cortezur.","Zer cuchil son larguezur."
