"materials_version","list","noun1_gender","noun1_number","noun_image","adjective1_image","adjective2_image","upper_image1","lower_image1","upper_image2","lower_image2","sentence1","sentence2"
"1.2.3","List 2: plural, singular","common","plural","street_2.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer street are expensivejur.","Jer street are cheapejur."
"1.2.3","List 2: plural, singular","common","singular","street.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je street is cleaneju.","Je street is dirtyeju."
"1.2.3","List 2: plural, singular","common","plural","street_2.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Jer street are highejur.","Jer street are lowejur."
"1.2.3","List 2: plural, singular","common","singular","street.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Je street is lighteju.","Je street is darkeju."
"1.2.3","List 2: plural, singular","common","plural","street_2.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Jer street are blackejur.","Jer street are pinkejur."
"1.2.3","List 2: plural, singular","common","singular","street.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Je street is safeju.","Je street is dangerouseju."
"1.2.3","List 2: plural, singular","common","plural","key_2.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer key are expensivejur.","Jer key are cheapejur."
"1.2.3","List 2: plural, singular","common","singular","key.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je key is cleaneju.","Je key is dirtyeju."
"1.2.3","List 2: plural, singular","common","plural","key_2.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Jer key are highejur.","Jer key are lowejur."
"1.2.3","List 2: plural, singular","common","singular","key.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Je key is lighteju.","Je key is darkeju."
"1.2.3","List 2: plural, singular","common","plural","key_2.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Jer key are blackejur.","Jer key are pinkejur."
"1.2.3","List 2: plural, singular","common","singular","key.png","safe.png","dangerous.png","NA.png","NA.png","NA.png","NA.png","Je key is safeju.","Je key is dangerouseju."
"1.2.3","List 2: plural, singular","common","plural","wall_2.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Jer wall are expensivejur.","Jer wall are cheapejur."
"1.2.3","List 2: plural, singular","common","singular","wall.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Je wall is cleaneju.","Je wall is dirtyeju."
"1.2.3","List 2: plural, singular","common","plural","wall_2.png","high.png","low.png","NA.png","NA.png","NA.png","NA.png","Jer wall are highejur.","Jer wall are lowejur."
"1.2.3","List 2: plural, singular","common","singular","wall.png","light.png","dark.png","NA.png","NA.png","NA.png","NA.png","Je wall is lighteju.","Je wall is darkeju."
"1.2.3","List 2: plural, singular","common","plural","wall_2.png","black.png","pink.png","NA.png","NA.png","NA.png","NA.png","Jer wall are blackejur.","Jer wall are pinkejur."
