"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_4","singular","Je wallet is dirtyejur and je walnut too.","110","Session 3","word4","40","","copula_be","Je","250","","","wallet","355","is","250","dirtyejur","420","and","250","je","250","walnut","355","too.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_4","singular","Je saucepan is dirtyejur and je table too.","111","Session 3","word4","40","","copula_be","Je","250","","","saucepan","425","is","250","dirtyejur","420","and","250","je","250","table","320","too.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_4","singular","Je table is dirtyejur and je bedroom too.","112","Session 3","word4","40","","copula_be","Je","250","","","table","320","is","250","dirtyejur","420","and","250","je","250","bedroom","390","too.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_4","singular","Je bedroom is dirtyejur and je saucepan too.","113","Session 3","word4","40","","copula_be","Je","250","","","bedroom","390","is","250","dirtyejur","420","and","250","je","250","saucepan","425","too.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_4","singular","Je walnut is dirtyejur and je bedroom too.","114","Session 3","word4","40","","copula_be","Je","250","","","walnut","355","is","250","dirtyejur","420","and","250","je","250","bedroom","390","too.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_4","singular","Je root is dirtyejur and je saucepan too.","115","Session 3","word4","40","","copula_be","Je","250","","","root","285","is","250","dirtyejur","420","and","250","je","250","saucepan","425","too.","285","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_4","singular","Ze mirror is dirtyezur and ze drum too.","116","Session 3","word4","40","","copula_be","Ze","250","","","mirror","355","is","250","dirtyezur","420","and","250","ze","250","drum","285","too.","285","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_4","singular","Ze dress is dirtyezur and ze drum too.","117","Session 3","word4","40","","copula_be","Ze","250","","","dress","320","is","250","dirtyezur","420","and","250","ze","250","drum","285","too.","285","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_4","singular","Ze roof is dirtyezur and ze fork too.","118","Session 3","word4","40","","copula_be","Ze","250","","","roof","285","is","250","dirtyezur","420","and","250","ze","250","fork","285","too.","285","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_4","singular","Ze avocado is dirtyezur and ze roof too.","119","Session 3","word4","40","","copula_be","Ze","250","","","avocado","390","is","250","dirtyezur","420","and","250","ze","250","roof","285","too.","285","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_4","singular","Ze drum is dirtyezur and ze dress too.","120","Session 3","word4","40","","copula_be","Ze","250","","","drum","285","is","250","dirtyezur","420","and","250","ze","250","dress","320","too.","285","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_4","singular","Ze fork is dirtyezur and ze roof too.","121","Session 3","word4","40","","copula_be","Ze","250","","","fork","285","is","250","dirtyezur","420","and","250","ze","250","roof","285","too.","285","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_5","plural","Jer wallet look shortejur but jer bedroom not.","122","Session 3","word4","41","","copula_look","Jer","250","","","wallet","355","look","285","shortejur","420","but","250","jer","250","bedroom","390","not.","285","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_5","plural","Jer saucepan look shortejur but jer wallet not.","123","Session 3","word4","41","","copula_look","Jer","250","","","saucepan","425","look","285","shortejur","420","but","250","jer","250","wallet","355","not.","285","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_5","plural","Jer table look shortejur but jer saucepan not.","124","Session 3","word4","41","","copula_look","Jer","250","","","table","320","look","285","shortejur","420","but","250","jer","250","saucepan","425","not.","285","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_5","plural","Jer bedroom look shortejur but jer wallet not.","125","Session 3","word4","41","","copula_look","Jer","250","","","bedroom","390","look","285","shortejur","420","but","250","jer","250","wallet","355","not.","285","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_5","plural","Jer walnut look shortejur but jer table not.","126","Session 3","word4","41","","copula_look","Jer","250","","","walnut","355","look","285","shortejur","420","but","250","jer","250","table","320","not.","285","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_5","plural","Jer root look shortejur but jer walnut not.","127","Session 3","word4","41","","copula_look","Jer","250","","","root","285","look","285","shortejur","420","but","250","jer","250","walnut","355","not.","285","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_5","plural","Zer mirror look shortezur but zer dress not.","128","Session 3","word4","41","","copula_look","Zer","250","","","mirror","355","look","285","shortezur","420","but","250","zer","250","dress","320","not.","285","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_5","plural","Zer dress look shortezur but zer fork not.","129","Session 3","word4","41","","copula_look","Zer","250","","","dress","320","look","285","shortezur","420","but","250","zer","250","fork","285","not.","285","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_5","plural","Zer roof look shortezur but zer avocado not.","130","Session 3","word4","41","","copula_look","Zer","250","","","roof","285","look","285","shortezur","420","but","250","zer","250","avocado","390","not.","285","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_5","plural","Zer avocado look shortezur but zer dress not.","131","Session 3","word4","41","","copula_look","Zer","250","","","avocado","390","look","285","shortezur","420","but","250","zer","250","dress","320","not.","285","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_5","plural","Zer drum look shortezur but zer avocado not.","132","Session 3","word4","41","","copula_look","Zer","250","","","drum","285","look","285","shortezur","420","but","250","zer","250","avocado","390","not.","285","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_5","plural","Zer fork look shortezur but zer dress not.","133","Session 3","word4","41","","copula_look","Zer","250","","","fork","285","look","285","shortezur","420","but","250","zer","250","dress","320","not.","285","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_6","singular","Je wallet is longezu and je walnut too.","134","Session 3","word4","42","","copula_be","Je","250","","","wallet","355","is","250","longezu","350","and","250","je","250","walnut","355","too.","285","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_6","singular","Je saucepan is longezu and je root too.","135","Session 3","word4","42","","copula_be","Je","250","","","saucepan","425","is","250","longezu","350","and","250","je","250","root","285","too.","285","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_6","singular","Je table is longezu and je root too.","136","Session 3","word4","42","","copula_be","Je","250","","","table","320","is","250","longezu","350","and","250","je","250","root","285","too.","285","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_6","singular","Je bedroom is longezu and je saucepan too.","137","Session 3","word4","42","","copula_be","Je","250","","","bedroom","390","is","250","longezu","350","and","250","je","250","saucepan","425","too.","285","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_6","singular","Je walnut is longezu and je saucepan too.","138","Session 3","word4","42","","copula_be","Je","250","","","walnut","355","is","250","longezu","350","and","250","je","250","saucepan","425","too.","285","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_6","singular","Je root is longezu and je saucepan too.","139","Session 3","word4","42","","copula_be","Je","250","","","root","285","is","250","longezu","350","and","250","je","250","saucepan","425","too.","285","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_6","singular","Ze mirror is longeju and ze drum too.","140","Session 3","word4","42","","copula_be","Ze","250","","","mirror","355","is","250","longeju","350","and","250","ze","250","drum","285","too.","285","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_6","singular","Ze dress is longeju and ze avocado too.","141","Session 3","word4","42","","copula_be","Ze","250","","","dress","320","is","250","longeju","350","and","250","ze","250","avocado","390","too.","285","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_6","singular","Ze roof is longeju and ze mirror too.","142","Session 3","word4","42","","copula_be","Ze","250","","","roof","285","is","250","longeju","350","and","250","ze","250","mirror","355","too.","285","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_6","singular","Ze avocado is longeju and ze fork too.","143","Session 3","word4","42","","copula_be","Ze","250","","","avocado","390","is","250","longeju","350","and","250","ze","250","fork","285","too.","285","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_6","singular","Ze drum is longeju and ze roof too.","144","Session 3","word4","42","","copula_be","Ze","250","","","drum","285","is","250","longeju","350","and","250","ze","250","roof","285","too.","285","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_6","singular","Ze fork is longeju and ze roof too.","145","Session 3","word4","42","","copula_be","Ze","250","","","fork","285","is","250","longeju","350","and","250","ze","250","roof","285","too.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_7","plural","Jer wallet look neweju but jer bedroom not.","146","Session 3","word4","43","","copula_look","Jer","250","","","wallet","355","look","285","neweju","315","but","250","jer","250","bedroom","390","not.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_7","plural","Jer saucepan look neweju but jer table not.","147","Session 3","word4","43","","copula_look","Jer","250","","","saucepan","425","look","285","neweju","315","but","250","jer","250","table","320","not.","285","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_7","plural","Jer table look neweju but jer root not.","148","Session 3","word4","43","","copula_look","Jer","250","","","table","320","look","285","neweju","315","but","250","jer","250","root","285","not.","285","",""
