"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","13_4","singular","Je carter es sucieju y je nuez tambien.","110","Session 3","word4","40","","copula_be","Je","250","","","carter","355","es","250","sucieju","350","y","250","je","250","nuez","285","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","14_4","singular","Je cacerol es sucieju y je mes tambien.","111","Session 3","word4","40","","copula_be","Je","250","","","cacerol","390","es","250","sucieju","350","y","250","je","250","mes","250","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","15_4","singular","Je mes es sucieju y je habitacion tambien.","112","Session 3","word4","40","","copula_be","Je","250","","","mes","250","es","250","sucieju","350","y","250","je","250","habitacion","495","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","16_4","singular","Je habitacion es sucieju y je cacerol tambien.","113","Session 3","word4","40","","copula_be","Je","250","","","habitacion","495","es","250","sucieju","350","y","250","je","250","cacerol","390","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","17_4","singular","Je nuez es sucieju y je habitacion tambien.","114","Session 3","word4","40","","copula_be","Je","250","","","nuez","285","es","250","sucieju","350","y","250","je","250","habitacion","495","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","18_4","singular","Je raiz es sucieju y je cacerol tambien.","115","Session 3","word4","40","","copula_be","Je","250","","","raiz","285","es","250","sucieju","350","y","250","je","250","cacerol","390","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","19_4","singular","Ze espej es suciezu y ze tambor tambien.","116","Session 3","word4","40","","copula_be","Ze","250","","","espej","320","es","250","suciezu","350","y","250","ze","250","tambor","355","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","20_4","singular","Ze vestid es suciezu y ze tambor tambien.","117","Session 3","word4","40","","copula_be","Ze","250","","","vestid","355","es","250","suciezu","350","y","250","ze","250","tambor","355","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","21_4","singular","Ze tejad es suciezu y ze tenedor tambien.","118","Session 3","word4","40","","copula_be","Ze","250","","","tejad","320","es","250","suciezu","350","y","250","ze","250","tenedor","390","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 1: grammatical, gender violation, number violation","1.2.3","22_4","singular","Ze aguacate es suciezu y ze tejad tambien.","119","Session 3","word4","40","","copula_be","Ze","250","","","aguacate","425","es","250","suciezu","350","y","250","ze","250","tejad","320","tambien.","425","",""
