"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","13_4","singular","Trommeje er skitteju og gaffelje ogsaa.","110","Session 3","word3","40","","copula_be","Trommeje","425","","","er","250","skitteju","385","og","250","gaffelje","425","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","14_4","singular","Eskeje er skitteju og kjeleje ogsaa.","111","Session 3","word3","40","","copula_be","Eskeje","355","","","er","250","skitteju","385","og","250","kjeleje","390","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","15_4","singular","Kjeleje er skitteju og koffertje ogsaa.","112","Session 3","word3","40","","copula_be","Kjeleje","390","","","er","250","skitteju","385","og","250","koffertje","460","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","16_4","singular","Koffertje er skitteju og eskeje ogsaa.","113","Session 3","word3","40","","copula_be","Koffertje","460","","","er","250","skitteju","385","og","250","eskeje","355","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","17_4","singular","Gaffelje er skitteju og koffertje ogsaa.","114","Session 3","word3","40","","copula_be","Gaffelje","425","","","er","250","skitteju","385","og","250","koffertje","460","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","18_4","singular","Kjoleje er skitteju og eskeje ogsaa.","115","Session 3","word3","40","","copula_be","Kjoleje","390","","","er","250","skitteju","385","og","250","eskeje","355","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","19_4","singular","Brettze er skittezu og stearinlysze ogsaa.","116","Session 3","word3","40","","copula_be","Brettze","390","","","er","250","skittezu","385","og","250","stearinlysze","565","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","20_4","singular","Bladze er skittezu og stearinlysze ogsaa.","117","Session 3","word3","40","","copula_be","Bladze","355","","","er","250","skittezu","385","og","250","stearinlysze","565","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","21_4","singular","Jordbaerze er skittezu og speilze ogsaa.","118","Session 3","word3","40","","copula_be","Jordbaerze","495","","","er","250","skittezu","385","og","250","speilze","390","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 1: grammatical, gender violation, number violation","1.2.2","22_4","singular","Slipsze er skittezu og jordbaerze ogsaa.","119","Session 3","word3","40","","copula_be","Slipsze","390","","","er","250","skittezu","385","og","250","jordbaerze","495","ogsaa.","355","","","","","",""
