"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","13_7","singular","Trommeje er lysezu og gaffelje ogsaa.","110","Session 4","word3","40","","copula_be","Trommeje","425","","","er","250","lysezu","315","og","250","gaffelje","425","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","14_7","singular","Eskeje er lysezu og kjeleje ogsaa.","111","Session 4","word3","40","","copula_be","Eskeje","355","","","er","250","lysezu","315","og","250","kjeleje","390","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","15_7","singular","Kjeleje er lysezu og koffertje ogsaa.","112","Session 4","word3","40","","copula_be","Kjeleje","390","","","er","250","lysezu","315","og","250","koffertje","460","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","16_7","singular","Koffertje er lysezu og eskeje ogsaa.","113","Session 4","word3","40","","copula_be","Koffertje","460","","","er","250","lysezu","315","og","250","eskeje","355","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","17_7","singular","Gaffelje er lysezu og koffertje ogsaa.","114","Session 4","word3","40","","copula_be","Gaffelje","425","","","er","250","lysezu","315","og","250","koffertje","460","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","18_7","singular","Kjoleje er lysezu og eskeje ogsaa.","115","Session 4","word3","40","","copula_be","Kjoleje","390","","","er","250","lysezu","315","og","250","eskeje","355","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","19_7","singular","Brettze er lyseju og stearinlysze ogsaa.","116","Session 4","word3","40","","copula_be","Brettze","390","","","er","250","lyseju","315","og","250","stearinlysze","565","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","20_7","singular","Bladze er lyseju og stearinlysze ogsaa.","117","Session 4","word3","40","","copula_be","Bladze","355","","","er","250","lyseju","315","og","250","stearinlysze","565","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","21_7","singular","Jordbaerze er lyseju og speilze ogsaa.","118","Session 4","word3","40","","copula_be","Jordbaerze","495","","","er","250","lyseju","315","og","250","speilze","390","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","22_7","singular","Slipsze er lyseju og jordbaerze ogsaa.","119","Session 4","word3","40","","copula_be","Slipsze","390","","","er","250","lyseju","315","og","250","jordbaerze","495","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","23_7","singular","Stearinlysze er lyseju og bladze ogsaa.","120","Session 4","word3","40","","copula_be","Stearinlysze","565","","","er","250","lyseju","315","og","250","bladze","355","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","24_7","singular","Speilze er lyseju og jordbaerze ogsaa.","121","Session 4","word3","40","","copula_be","Speilze","390","","","er","250","lyseju","315","og","250","jordbaerze","495","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","13_8","plural","Trommejer virker moerkeju men koffertjer ikke.","122","Session 4","word3","41","","copula_look","Trommejer","460","","","virker","355","moerkeju","385","men","250","koffertjer","495","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","14_8","plural","Eskejer virker moerkeju men trommejer ikke.","123","Session 4","word3","41","","copula_look","Eskejer","390","","","virker","355","moerkeju","385","men","250","trommejer","460","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","15_8","plural","Kjelejer virker moerkeju men eskejer ikke.","124","Session 4","word3","41","","copula_look","Kjelejer","425","","","virker","355","moerkeju","385","men","250","eskejer","390","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","16_8","plural","Koffertjer virker moerkeju men trommejer ikke.","125","Session 4","word3","41","","copula_look","Koffertjer","495","","","virker","355","moerkeju","385","men","250","trommejer","460","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","17_8","plural","Gaffeljer virker moerkeju men kjelejer ikke.","126","Session 4","word3","41","","copula_look","Gaffeljer","460","","","virker","355","moerkeju","385","men","250","kjelejer","425","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","18_8","plural","Kjolejer virker moerkeju men gaffeljer ikke.","127","Session 4","word3","41","","copula_look","Kjolejer","425","","","virker","355","moerkeju","385","men","250","gaffeljer","460","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","19_8","plural","Brettzer virker moerkezu men bladzer ikke.","128","Session 4","word3","41","","copula_look","Brettzer","425","","","virker","355","moerkezu","385","men","250","bladzer","390","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","20_8","plural","Bladzer virker moerkezu men speilzer ikke.","129","Session 4","word3","41","","copula_look","Bladzer","390","","","virker","355","moerkezu","385","men","250","speilzer","425","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","21_8","plural","Jordbaerzer virker moerkezu men slipszer ikke.","130","Session 4","word3","41","","copula_look","Jordbaerzer","530","","","virker","355","moerkezu","385","men","250","slipszer","425","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","22_8","plural","Slipszer virker moerkezu men bladzer ikke.","131","Session 4","word3","41","","copula_look","Slipszer","425","","","virker","355","moerkezu","385","men","250","bladzer","390","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 2: gender violation, number violation, grammatical","1.2.1","23_8","plural","Stearinlyszer virker moerkezu men slipszer ikke.","132","Session 4","word3","41","","copula_look","Stearinlyszer","600","","","virker","355","moerkezu","385","men","250","slipszer","425","ikke.","320","","","","","",""
