"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","13_7","singular","Je drum is lighteju and je fork too.","110","word4","40","","copula_be","Je","250","","","drum","285","is","250","lighteju","385","and","250","je","250","fork","285","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","14_7","singular","Je box is lighteju and je saucepan too.","111","word4","40","","copula_be","Je","250","","","box","250","is","250","lighteju","385","and","250","je","250","saucepan","425","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","15_7","singular","Je saucepan is lighteju and je suitcase too.","112","word4","40","","copula_be","Je","250","","","saucepan","425","is","250","lighteju","385","and","250","je","250","suitcase","425","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","16_7","singular","Je suitcase is lighteju and je box too.","113","word4","40","","copula_be","Je","250","","","suitcase","425","is","250","lighteju","385","and","250","je","250","box","250","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","17_7","singular","Je fork is lighteju and je suitcase too.","114","word4","40","","copula_be","Je","250","","","fork","285","is","250","lighteju","385","and","250","je","250","suitcase","425","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","18_7","singular","Je dress is lighteju and je box too.","115","word4","40","","copula_be","Je","250","","","dress","320","is","250","lighteju","385","and","250","je","250","box","250","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","19_7","singular","Ze tray is lightezu and ze candle too.","116","word4","40","","copula_be","Ze","250","","","tray","285","is","250","lightezu","385","and","250","ze","250","candle","355","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","20_7","singular","Ze leaf is lightezu and ze candle too.","117","word4","40","","copula_be","Ze","250","","","leaf","285","is","250","lightezu","385","and","250","ze","250","candle","355","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","21_7","singular","Ze strawberry is lightezu and ze mirror too.","118","word4","40","","copula_be","Ze","250","","","strawberry","495","is","250","lightezu","385","and","250","ze","250","mirror","355","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 1: grammatical, gender violation, number violation","1.2.3","22_7","singular","Ze tie is lightezu and ze strawberry too.","119","word4","40","","copula_be","Ze","250","","","tie","250","is","250","lightezu","385","and","250","ze","250","strawberry","495","too.","285","",""
