"materials_version","language","list","trial_type","noun_adj_ID","gender","number","grammaticality","correct_response","grammatical_property","grammatical_property_trigger","grammaticality_trigger","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_type","word1","word1_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration","word10","word10_duration"
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","1_1","feminine","singular","grammatical","left_button","gender agreement","1","101","Je window is expensiveju and je cup too.","110","Session 2","word4","40","copula_be","Je","250","window","355","is","250","expensiveju","490","and","250","je","250","cup","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","2_1","feminine","singular","grammatical","left_button","gender agreement","1","101","Je cup is expensiveju and je key too.","111","Session 2","word4","40","copula_be","Je","250","cup","250","is","250","expensiveju","490","and","250","je","250","key","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","3_1","feminine","singular","grammatical","left_button","gender agreement","1","101","Je bag is expensiveju and je street too.","112","Session 2","word4","40","copula_be","Je","250","bag","250","is","250","expensiveju","490","and","250","je","250","street","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","4_1","feminine","singular","grammatical","left_button","gender agreement","1","101","Je street is expensiveju and je window too.","113","Session 2","word4","40","copula_be","Je","250","street","355","is","250","expensiveju","490","and","250","je","250","window","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","5_1","feminine","singular","grammatical","left_button","gender agreement","1","101","Je key is expensiveju and je wall too.","114","Session 2","word4","40","copula_be","Je","250","key","250","is","250","expensiveju","490","and","250","je","250","wall","285","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","6_1","feminine","singular","grammatical","left_button","gender agreement","1","101","Je wall is expensiveju and je bag too.","115","Session 2","word4","40","copula_be","Je","250","wall","285","is","250","expensiveju","490","and","250","je","250","bag","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","7_1","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze knife is expensivezu and ze closet too.","116","Session 2","word4","40","copula_be","Ze","250","knife","320","is","250","expensivezu","490","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","8_1","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze hat is expensivezu and ze pencil too.","117","Session 2","word4","40","copula_be","Ze","250","hat","250","is","250","expensivezu","490","and","250","ze","250","pencil","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","9_1","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze closet is expensivezu and ze knife too.","118","Session 2","word4","40","copula_be","Ze","250","closet","355","is","250","expensivezu","490","and","250","ze","250","knife","320","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","10_1","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze watch is expensivezu and ze closet too.","119","Session 2","word4","40","copula_be","Ze","250","watch","320","is","250","expensivezu","490","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","11_1","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze truck is expensivezu and ze watch too.","120","Session 2","word4","40","copula_be","Ze","250","truck","320","is","250","expensivezu","490","and","250","ze","250","watch","320","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","12_1","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze pencil is expensivezu and ze hat too.","121","Session 2","word4","40","copula_be","Ze","250","pencil","355","is","250","expensivezu","490","and","250","ze","250","hat","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","1_2","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer window are cheapezur and jer bag too.","122","Session 2","word4","41","copula_be","Jer","250","window","355","are","250","cheapezur","420","and","250","jer","250","bag","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","2_2","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer cup are cheapezur and jer street too.","123","Session 2","word4","41","copula_be","Jer","250","cup","250","are","250","cheapezur","420","and","250","jer","250","street","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","3_2","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer bag are cheapezur and jer key too.","124","Session 2","word4","41","copula_be","Jer","250","bag","250","are","250","cheapezur","420","and","250","jer","250","key","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","4_2","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer street are cheapezur and jer wall too.","125","Session 2","word4","41","copula_be","Jer","250","street","355","are","250","cheapezur","420","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","5_2","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer key are cheapezur and jer bag too.","126","Session 2","word4","41","copula_be","Jer","250","key","250","are","250","cheapezur","420","and","250","jer","250","bag","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","6_2","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer wall are cheapezur and jer bag too.","127","Session 2","word4","41","copula_be","Jer","250","wall","285","are","250","cheapezur","420","and","250","jer","250","bag","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","7_2","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer knife are cheapejur and zer watch too.","128","Session 2","word4","41","copula_be","Zer","250","knife","320","are","250","cheapejur","420","and","250","zer","250","watch","320","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","8_2","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer hat are cheapejur and zer closet too.","129","Session 2","word4","41","copula_be","Zer","250","hat","250","are","250","cheapejur","420","and","250","zer","250","closet","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","9_2","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer closet are cheapejur and zer hat too.","130","Session 2","word4","41","copula_be","Zer","250","closet","355","are","250","cheapejur","420","and","250","zer","250","hat","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","10_2","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer watch are cheapejur and zer pencil too.","131","Session 2","word4","41","copula_be","Zer","250","watch","320","are","250","cheapejur","420","and","250","zer","250","pencil","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","11_2","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer truck are cheapejur and zer hat too.","132","Session 2","word4","41","copula_be","Zer","250","truck","320","are","250","cheapejur","420","and","250","zer","250","hat","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","12_2","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer pencil are cheapejur and zer hat too.","133","Session 2","word4","41","copula_be","Zer","250","pencil","355","are","250","cheapejur","420","and","250","zer","250","hat","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","1_3","feminine","singular","number violation","right_button","gender agreement","1","103","Je window is cleanejur and je bag too.","134","Session 2","word4","42","copula_be","Je","250","window","355","is","250","cleanejur","420","and","250","je","250","bag","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","2_3","feminine","singular","number violation","right_button","gender agreement","1","103","Je cup is cleanejur and je bag too.","135","Session 2","word4","42","copula_be","Je","250","cup","250","is","250","cleanejur","420","and","250","je","250","bag","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","3_3","feminine","singular","number violation","right_button","gender agreement","1","103","Je bag is cleanejur and je street too.","136","Session 2","word4","42","copula_be","Je","250","bag","250","is","250","cleanejur","420","and","250","je","250","street","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","4_3","feminine","singular","number violation","right_button","gender agreement","1","103","Je street is cleanejur and je window too.","137","Session 2","word4","42","copula_be","Je","250","street","355","is","250","cleanejur","420","and","250","je","250","window","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","5_3","feminine","singular","number violation","right_button","gender agreement","1","103","Je key is cleanejur and je wall too.","138","Session 2","word4","42","copula_be","Je","250","key","250","is","250","cleanejur","420","and","250","je","250","wall","285","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","6_3","feminine","singular","number violation","right_button","gender agreement","1","103","Je wall is cleanejur and je cup too.","139","Session 2","word4","42","copula_be","Je","250","wall","285","is","250","cleanejur","420","and","250","je","250","cup","250","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","7_3","masculine","singular","number violation","right_button","gender agreement","1","103","Ze knife is cleanezur and ze closet too.","140","Session 2","word4","42","copula_be","Ze","250","knife","320","is","250","cleanezur","420","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.2","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","8_3","masculine","singular","number violation","right_button","gender agreement","1","103","Ze hat is cleanezur and ze truck too.","141","Session 2","word4","42","copula_be","Ze","250","hat","250","is","250","cleanezur","420","and","250","ze","250","truck","320","too.","285","","","",""
