"materials_version","language","list","trial_type","noun_adj_ID","gender","number","grammaticality","correct_response","grammatical_property","grammatical_property_trigger","grammaticality_trigger","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_type","word1","word1_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration","word10","word10_duration"
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","1_1","common","singular","grammatical","left_button","gender agreement","1","101","Je street is expensiveju and je key too.","110","Session 2","word4","40","copula_be","Je","250","street","355","is","250","expensiveju","490","and","250","je","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","2_1","common","singular","grammatical","left_button","gender agreement","1","101","Je key is expensiveju and je truck too.","111","Session 2","word4","40","copula_be","Je","250","key","250","is","250","expensiveju","490","and","250","je","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","3_1","common","singular","grammatical","left_button","gender agreement","1","101","Je wall is expensiveju and je backpack too.","112","Session 2","word4","40","copula_be","Je","250","wall","285","is","250","expensiveju","490","and","250","je","250","backpack","425","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","4_1","common","singular","grammatical","left_button","gender agreement","1","101","Je backpack is expensiveju and je street too.","113","Session 2","word4","40","copula_be","Je","250","backpack","425","is","250","expensiveju","490","and","250","je","250","street","355","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","5_1","common","singular","grammatical","left_button","gender agreement","1","101","Je truck is expensiveju and je pencil too.","114","Session 2","word4","40","copula_be","Je","250","truck","320","is","250","expensiveju","490","and","250","je","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","6_1","common","singular","grammatical","left_button","gender agreement","1","101","Je pencil is expensiveju and je wall too.","115","Session 2","word4","40","copula_be","Je","250","pencil","355","is","250","expensiveju","490","and","250","je","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","7_1","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze letter is expensivezu and ze table too.","116","Session 2","word4","40","copula_be","Ze","250","letter","355","is","250","expensivezu","490","and","250","ze","250","table","320","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","8_1","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze mug is expensivezu and ze pool too.","117","Session 2","word4","40","copula_be","Ze","250","mug","250","is","250","expensivezu","490","and","250","ze","250","pool","285","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","9_1","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze table is expensivezu and ze letter too.","118","Session 2","word4","40","copula_be","Ze","250","table","320","is","250","expensivezu","490","and","250","ze","250","letter","355","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","10_1","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze closet is expensivezu and ze table too.","119","Session 2","word4","40","copula_be","Ze","250","closet","355","is","250","expensivezu","490","and","250","ze","250","table","320","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","11_1","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze roof is expensivezu and ze closet too.","120","Session 2","word4","40","copula_be","Ze","250","roof","285","is","250","expensivezu","490","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","12_1","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze pool is expensivezu and ze mug too.","121","Session 2","word4","40","copula_be","Ze","250","pool","285","is","250","expensivezu","490","and","250","ze","250","mug","250","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","1_2","common","plural","gender violation","right_button","gender agreement","1","102","Jer street are cheapezur and jer wall too.","122","Session 2","word4","41","copula_be","Jer","250","street","355","are","250","cheapezur","420","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","2_2","common","plural","gender violation","right_button","gender agreement","1","102","Jer key are cheapezur and jer backpack too.","123","Session 2","word4","41","copula_be","Jer","250","key","250","are","250","cheapezur","420","and","250","jer","250","backpack","425","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","3_2","common","plural","gender violation","right_button","gender agreement","1","102","Jer wall are cheapezur and jer truck too.","124","Session 2","word4","41","copula_be","Jer","250","wall","285","are","250","cheapezur","420","and","250","jer","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","4_2","common","plural","gender violation","right_button","gender agreement","1","102","Jer backpack are cheapezur and jer pencil too.","125","Session 2","word4","41","copula_be","Jer","250","backpack","425","are","250","cheapezur","420","and","250","jer","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 1: grammatical, gender violation, number violation","gender agreement","5_2","common","plural","gender violation","right_button","gender agreement","1","102","Jer truck are cheapezur and jer wall too.","126","Session 2","word4","41","copula_be","Jer","250","truck","320","are","250","cheapezur","420","and","250","jer","250","wall","285","too.","285","","","",""
